text,label,merchant_family,split
HORSESHOE CASINO 3497 OAK ST PORTLAND 97201 OR USA,Entertainment,bulk_entertainment_debit_train_233,train
PAYPAL *CINEMARK TRTXXN8X9Y,Entertainment,bulk_entertainment_debit_train_234,train
CLIMBING GYM; Billing,Entertainment,bulk_entertainment_debit_train_235,train
PREAUTHORIZED WITHDRAWAL TO DAZN,Entertainment,bulk_entertainment_debit_train_236,train
DRAFTKINGS 6804 UNIVERSITY LN CHICAGO 60601-2369IL USA,Entertainment,bulk_entertainment_debit_train_237,train
GO KART 5827 PARK CT CHARLOTTE 28201-5319NC USA,Entertainment,bulk_entertainment_debit_train_238,train
Imax Inc.,Entertainment,bulk_entertainment_debit_train_239,train
skating rink 943 center pkwy houston 77001-1258tx usa,Entertainment,bulk_entertainment_debit_train_240,train
PreApproved Payment Bill User Payment: TICKETMASTER,Entertainment,bulk_entertainment_credit_train_241,train
GOLF COURSE CORP,Entertainment,bulk_entertainment_debit_train_242,train
DAZN - ATLANTA,Entertainment,bulk_entertainment_debit_train_243,train
BELLAGIO 6154 ELM DR CHICAGO60601 IL USA,Entertainment,bulk_entertainment_debit_train_244,train
go kart; billing,Entertainment,bulk_entertainment_debit_train_245,train
TICKETMASTER INC.,Entertainment,bulk_entertainment_debit_train_246,train
LIVENATION*W692M422C,Entertainment,bulk_entertainment_debit_train_247,train
SWIMMING POOL*ISRL68O3,Entertainment,bulk_entertainment_debit_train_248,train
Fandango - Miami,Entertainment,bulk_entertainment_debit_train_249,train
PP*REGAL CINEMAS,Entertainment,bulk_entertainment_debit_train_250,train
Cinemark Corp,Entertainment,bulk_entertainment_debit_train_251,train
AQUARIUM 7085 ELM CT UNION CITY94587 CA USA,Entertainment,bulk_entertainment_debit_train_252,train
DAZN 3997 INDUSTRIAL WAY COLUMBUS 43201 OH USA,Entertainment,bulk_entertainment_credit_train_253,train
HARD ROCK BET 1140 MAIN AVE CHICAGO60601 IL USA,Entertainment,bulk_entertainment_debit_train_254,train
ESCAPE ROOM 8178 PARK BLVD SEATTLE 98101-7909WA USA,Entertainment,bulk_entertainment_debit_train_255,train
BARSTOOL SPORTSBOOK 639 ELM CT PORTLAND97201 OR USA,Entertainment,bulk_entertainment_debit_train_256,train
FANDANGO 4950 UNIVERSITY AVE SEATTLE 98101 WA USA,Entertainment,bulk_entertainment_debit_train_257,train
IMAX; CHARGE,Entertainment,bulk_entertainment_debit_train_258,train
ESPN+ - HAYWARD,Entertainment,bulk_entertainment_debit_train_259,train
PAYPAL INST XFER CINEMARK WEB ID: PAYPALSI94,Entertainment,bulk_entertainment_debit_train_260,train
ROBLOX GAME,Entertainment,bulk_entertainment_debit_train_261,train
SWIMMING POOL 3073 MISSION AVE HAYWARD94541 CA USA,Entertainment,bulk_entertainment_debit_train_262,train
DRAFTKINGS,Entertainment,bulk_entertainment_debit_train_263,train
Laser Tag 6481 Oak Ln Portland 97201 Or Usa,Entertainment,bulk_entertainment_debit_train_264,train
trampoline park 6292 park dr las vegas 89101-1506nv usa,Entertainment,bulk_entertainment_debit_train_265,train
regal cinemas; billing,Entertainment,bulk_entertainment_debit_train_266,train
PAYPAL INST XFER CLIMBING GYM WEB ID: PAYPALSI23,Entertainment,bulk_entertainment_debit_train_267,train
PAYPAL INST XFER AXSTICKETS WEB ID: PAYPALSI82,Entertainment,bulk_entertainment_debit_train_268,train
TOPGOLF 4841 ELM WAY LOS ANGELES90001 CA USA,Entertainment,bulk_entertainment_debit_train_269,train
laser tag.com,Entertainment,bulk_entertainment_debit_train_270,train
SKATING RINK #08846 AUSTIN,Entertainment,bulk_entertainment_debit_train_271,train
REGAL CINEMAS; SERVICE,Entertainment,bulk_entertainment_debit_train_272,train
CINEMARK 397 BROADWAY CT FREMONT 94536 CA USA,Entertainment,bulk_entertainment_debit_train_273,train
FOXWOODS 4368 UNIVERSITY AVE OAKLAND 94601 CA USA,Entertainment,bulk_entertainment_debit_train_274,train
pointsbet 7348 main blvd portland 97201 or usa,Entertainment,bulk_entertainment_debit_train_275,train
THEME PARK CORP,Entertainment,bulk_entertainment_debit_train_276,train
REGAL CINEMAS*FYTFGKJ8NE5V,Entertainment,bulk_entertainment_debit_train_277,train
PAYPAL *Livenation,Entertainment,bulk_entertainment_debit_train_278,train
PreApproved Payment Bill User Payment: Museum,Entertainment,bulk_entertainment_debit_train_279,train
zoo inc,Entertainment,bulk_entertainment_debit_train_280,train
Paypal *skating Rink 9hu1rxf9ln,Entertainment,bulk_entertainment_debit_train_281,train
PAYPAL *MINI GOLF,Entertainment,bulk_entertainment_debit_train_282,train
HARRAH'S ONLINE,Entertainment,bulk_entertainment_debit_train_283,train
HARD ROCK BET 6668 BROADWAY WAY PITTSBURGH 15201-7362PA USA,Entertainment,bulk_entertainment_debit_train_284,train
SKATING RINK 65072811,Entertainment,bulk_entertainment_debit_train_285,train
hard rock bet deposit,Entertainment,bulk_entertainment_debit_train_286,train
SWIMMING POOL 8052 MARKET DR QUEENS11101 NY USA,Entertainment,bulk_entertainment_debit_train_287,train
FUBOTV #26794 NASHVILLE,Entertainment,bulk_entertainment_debit_train_288,train
SQUARE ENIX 5086 OAK CT SAN DIEGO92101 CA USA,Entertainment,bulk_entertainment_credit_train_289,train
EXPRESS CHECKOUT PAYMENT: FANDANGO,Entertainment,bulk_entertainment_debit_train_290,train
NFL SUNDAY TICKET #0311 PORTLAND,Entertainment,bulk_entertainment_debit_train_291,train
BOWLING 2680 UNIVERSITY DR SAN DIEGO 92101 CA USA,Entertainment,bulk_entertainment_debit_train_292,train
Express Checkout Payment: GO KART,Entertainment,bulk_entertainment_debit_train_293,train
Swimming Pool*3b4d9e3e,Entertainment,bulk_entertainment_debit_train_294,train
PAYPAL INST XFER LIVENATION WEB ID: PAYPALSI52,Entertainment,bulk_entertainment_debit_train_295,train
stubhub 1581 main way queens 11101 ny usa,Entertainment,bulk_entertainment_debit_train_296,train
MLB.TV; SUBSCRIPTION,Entertainment,bulk_entertainment_debit_train_297,train
MOHEGAN SUN DEPOSIT,Entertainment,bulk_entertainment_debit_train_298,train
ESPN+ #174 INDIANAPOLIS,Entertainment,bulk_entertainment_debit_train_299,train
AQUARIUM*GJ45HGDD,Entertainment,bulk_entertainment_debit_train_300,train
THEME PARK; SUBSCRIPTION,Entertainment,bulk_entertainment_debit_train_301,train
CINEMARK #562 RALEIGH,Entertainment,bulk_entertainment_debit_train_302,train
IMAX; PURCHASE,Entertainment,bulk_entertainment_debit_train_303,train
AMC THEATRES 2053 PARK RD TAMPA 33601 FL USA,Entertainment,bulk_entertainment_debit_train_304,train
ESCAPE ROOM; Billing,Entertainment,bulk_entertainment_debit_train_305,train
ESPN+ 6447 MAIN CT SAN JOSE 95101-7730CA USA,Entertainment,bulk_entertainment_debit_train_306,train
MINI GOLF #3172 QUEENS,Entertainment,bulk_entertainment_debit_train_307,train
THEME PARK #4980 HOUSTON,Entertainment,bulk_entertainment_debit_train_308,train
PYPL*AQUARIUM,Entertainment,bulk_entertainment_credit_train_309,train
PREAUTHORIZED WITHDRAWAL TO FANDANGO,Entertainment,bulk_entertainment_debit_train_310,train
MLB.TV; Service,Entertainment,bulk_entertainment_debit_train_311,train
XBOX 4643 UNIVERSITY RD BROOKLYN11201 NY USA,Entertainment,bulk_entertainment_debit_train_312,train
WITHDRAWAL FROM NFL SUNDAY TICKET,Entertainment,bulk_entertainment_debit_train_313,train
livenation 8711 main dr fremont94536 ca usa,Entertainment,bulk_entertainment_debit_train_314,train
DRIVING RANGE CORP,Entertainment,bulk_entertainment_debit_train_315,train
Square Enix.com,Entertainment,bulk_entertainment_debit_train_316,train
CINEMARK #55739 NEW YORK,Entertainment,bulk_entertainment_debit_train_317,train
PP*LIVENATION,Entertainment,bulk_entertainment_debit_train_318,train
PYPL *XBOX,Entertainment,bulk_entertainment_debit_train_319,train
FANDANGO #207 LOS ANGELES,Entertainment,bulk_entertainment_debit_validation_0,validation
DAVE & BUSTER'S,Entertainment,bulk_entertainment_credit_validation_1,validation
mgm grand 1809 oak rd portland 97201 or usa,Entertainment,bulk_entertainment_debit_validation_2,validation
ENCORE 693 PARK CT PORTLAND97201 OR USA,Entertainment,bulk_entertainment_debit_validation_3,validation
IMAX - ATLANTA,Entertainment,bulk_entertainment_debit_validation_4,validation
Ticketmaster 8662 Oak Ave Pittsburgh 15201 Pa Usa,Entertainment,bulk_entertainment_debit_validation_5,validation
PYPL *IMAX,Entertainment,bulk_entertainment_debit_validation_6,validation
paypal *pypl livenation,Entertainment,bulk_entertainment_debit_validation_7,validation
ESPN+ 3899 MISSION AVE DALLAS75201 TX USA,Entertainment,bulk_entertainment_debit_validation_8,validation
Caesars Sportsbook Deposit,Entertainment,bulk_entertainment_debit_validation_9,validation
PreApproved Payment Bill User Payment: THEME PARK,Entertainment,bulk_entertainment_credit_validation_10,validation
CINEMARK #549 LOS ANGELES,Entertainment,bulk_entertainment_debit_validation_11,validation
theme park #6676 hayward,Entertainment,bulk_entertainment_debit_validation_12,validation
PreApproved Payment Bill User Payment: STUBHUB,Entertainment,bulk_entertainment_debit_validation_13,validation
GOLF COURSE 7317 MAIN PKWY INDIANAPOLIS46201 IN USA,Entertainment,bulk_entertainment_debit_validation_14,validation
LASER TAG 800 PARK BLVD FREMONT94536 CA USA,Entertainment,bulk_entertainment_debit_validation_15,validation
TOPGOLF 2287 UNIVERSITY LN CHARLOTTE 28201-1058NC USA,Entertainment,bulk_entertainment_debit_validation_16,validation
WITHDRAWAL FROM CINEMARK,Entertainment,bulk_entertainment_debit_validation_17,validation
SWIMMING POOL - SACRAMENTO,Entertainment,bulk_entertainment_debit_validation_18,validation
BELLAGIO 8884 OAK DR SALT LAKE CITY 84101-5468UT USA,Entertainment,bulk_entertainment_debit_validation_19,validation
LASER TAG 5600 MISSION AVE PHOENIX85001 AZ USA,Entertainment,bulk_entertainment_debit_validation_20,validation
PAYPAL INST XFER MUSEUM WEB ID: PAYPALSI10,Entertainment,bulk_entertainment_debit_validation_21,validation
PreApproved Payment Bill User Payment: Nba League Pass,Entertainment,bulk_entertainment_debit_validation_22,validation
NFL SUNDAY TICKET 9612 BROADWAY ST HOUSTON 77001-8452TX USA,Entertainment,bulk_entertainment_debit_validation_23,validation
IMAX 6196 OAK LN LAS VEGAS 89101 NV USA,Entertainment,bulk_entertainment_debit_validation_24,validation
MINI GOLF 8795 ELM ST SEATTLE98101 WA USA,Entertainment,bulk_entertainment_debit_validation_25,validation
Dazn 1573 Broadway Ct Atlanta 30301-4991ga Usa,Entertainment,bulk_entertainment_debit_validation_26,validation
DAZN 6184 MISSION CT BROOKLYN11201 NY USA,Entertainment,bulk_entertainment_debit_validation_27,validation
BOWLING 1681 PARK CT OAKLAND 94601 CA USA,Entertainment,bulk_entertainment_debit_validation_28,validation
TOPGOLF,Entertainment,bulk_entertainment_credit_validation_29,validation
BOWLING #39429 BROOKLYN,Entertainment,bulk_entertainment_debit_validation_30,validation
ACTIVISION INC,Entertainment,bulk_entertainment_debit_validation_31,validation
NBA LEAGUE PASS INC.,Entertainment,bulk_entertainment_debit_validation_32,validation
pointsbet 2589 industrial rd union city 94587-9251ca usa,Entertainment,bulk_entertainment_debit_validation_33,validation
Preauthorized Withdrawal To Bowling,Entertainment,bulk_entertainment_debit_validation_34,validation
SQUARE ENIX GAME,Entertainment,bulk_entertainment_debit_validation_35,validation
FANDANGO; PURCHASE,Entertainment,bulk_entertainment_debit_validation_36,validation
PP*GO KART,Entertainment,bulk_entertainment_debit_validation_37,validation
PAYPAL *GO KART H25GWMWH7A,Entertainment,bulk_entertainment_debit_validation_38,validation
PreApproved Payment Bill User Payment: DAVE & BUSTER'S,Entertainment,bulk_entertainment_debit_validation_39,validation
paypal *blizzard a372nvsqkw,Entertainment,bulk_entertainment_debit_test_0,test
PYPL *livenation,Entertainment,bulk_entertainment_debit_test_1,test
LASER TAG #671 QUEENS,Entertainment,bulk_entertainment_debit_test_2,test
EPIC GAMES PURCHASE,Entertainment,bulk_entertainment_credit_test_3,test
DAVE & BUSTER'S INC,Entertainment,bulk_entertainment_debit_test_4,test
AXSTICKETS 1148 BROADWAY DR BROOKLYN11201 NY USA,Entertainment,bulk_entertainment_debit_test_5,test
UBISOFT GAME,Entertainment,bulk_entertainment_credit_test_6,test
TRAMPOLINE PARK - SALT LAKE CITY,Entertainment,bulk_entertainment_debit_test_7,test
BOWLING 8679 OAK AVE SALT LAKE CITY 84101-5533UT USA,Entertainment,bulk_entertainment_debit_test_8,test
dave & buster's 302 main ave phoenix85001 az usa,Entertainment,bulk_entertainment_credit_test_9,test
PYPL*LIVENATION,Entertainment,bulk_entertainment_debit_test_10,test
LASER TAG*VK6B3L5XI,Entertainment,bulk_entertainment_debit_test_11,test
PAYPAL INST XFER NBA LEAGUE PASS WEB ID: PAYPALSI54,Entertainment,bulk_entertainment_debit_test_12,test
NFL SUNDAY TICKET INC.,Entertainment,bulk_entertainment_debit_test_13,test
UBISOFT - AUSTIN,Entertainment,bulk_entertainment_debit_test_14,test
GOLF COURSE 9763 OAK BLVD HAYWARD94541 CA USA,Entertainment,bulk_entertainment_debit_test_15,test
ESPN+; PAYMENT,Entertainment,bulk_entertainment_debit_test_16,test
Subscription Payment: Aquarium,Entertainment,bulk_entertainment_debit_test_17,test
ACTIVISION - COLUMBUS,Entertainment,bulk_entertainment_debit_test_18,test
WYNN ONLINE,Entertainment,bulk_entertainment_debit_test_19,test
BELLAGIO 5748 MAIN CT PHILADELPHIA 19101 PA USA,Entertainment,bulk_entertainment_debit_test_20,test
CLIMBING GYM #8502 NEW YORK,Entertainment,bulk_entertainment_debit_test_21,test
PreApproved Payment Bill User Payment: FUBOTV,Entertainment,bulk_entertainment_debit_test_22,test
DAVE & BUSTER'S 1942 PARK ST NASHVILLE 37201-5665TN USA,Entertainment,bulk_entertainment_debit_test_23,test
skating rink - indianapolis,Entertainment,bulk_entertainment_debit_test_24,test
axstickets #190 san diego,Entertainment,bulk_entertainment_debit_test_25,test
TOPGOLF 4533 INDUSTRIAL BLVD NEW YORK 10001-4643NY USA,Entertainment,bulk_entertainment_credit_test_26,test
TOPGOLF INC,Entertainment,bulk_entertainment_debit_test_27,test
IMAX*DEEFSBMF3K9,Entertainment,bulk_entertainment_debit_test_28,test
MOHEGAN SUN ONLINE,Entertainment,bulk_entertainment_debit_test_29,test
PAYPAL INST XFER SKATING RINK WEB ID: PAYPALSI84,Entertainment,bulk_entertainment_debit_test_30,test
bungie,Entertainment,bulk_entertainment_debit_test_31,test
ENCORE ONLINE,Entertainment,bulk_entertainment_debit_test_32,test
CLIMBING GYM 996 CENTER AVE UNION CITY 94587 CA USA,Entertainment,bulk_entertainment_credit_test_33,test
fubotv inc.,Entertainment,bulk_entertainment_debit_test_34,test
STUBHUB #116 PHILADELPHIA,Entertainment,bulk_entertainment_debit_test_35,test
AXSTICKETS #35106 DENVER,Entertainment,bulk_entertainment_debit_test_36,test
DAZN 6956 MARKET LN NASHVILLE 37201 TN USA,Entertainment,bulk_entertainment_debit_test_37,test
Withdrawal From Climbing Gym,Entertainment,bulk_entertainment_debit_test_38,test
Theme Park,Entertainment,bulk_entertainment_debit_test_39,test
MARKET BASKET - LAS VEGAS,Food,bulk_food_credit_train_0,train
Texas Roadhouse 9336 Center Rd Houston 77001-5042tx Usa,Food,bulk_food_debit_train_1,train
PAYPAL *KURA SUSHI CUVFT1WM7X,Food,bulk_food_debit_train_2,train
SAM'S CLUB 4774 ELM DR DALLAS 75201 TX USA,Food,bulk_food_debit_train_3,train
wholefds #477 charlott,Food,bulk_food_debit_train_4,train
CLV*RUTH'S CHRIS #152,Food,bulk_food_debit_train_5,train
TST*Fresh Food Co #472,Food,bulk_food_debit_train_6,train
CASA OLE*TUCN5CVA1OJ,Food,bulk_food_debit_train_7,train
99 RANCH*L07I5LJOVYG,Food,bulk_food_debit_train_8,train
H-E-B 1542 MAIN LN NEWARK 07101-6333NJ USA,Food,bulk_food_debit_train_9,train
PYPL*MEIJER,Food,bulk_food_debit_train_10,train
MITSUWA HOU #80170,Food,bulk_food_debit_train_11,train
SEOUL GARDEN - BOSTON,Food,bulk_food_debit_train_12,train
Grocery Outlet 2842 Main Dr San Jose95101 Ca Usa,Food,bulk_food_debit_train_13,train
PAYPAL INST XFER GEN KOREAN BBQ WEB ID: PAYPALSI28,Food,bulk_food_debit_train_14,train
TACO CABANA 7754 BROADWAY BLVD QUEENS 11101-6111NY USA,Food,bulk_food_debit_train_15,train
LUCKY 5559 MARKET ST SAN DIEGO92101 CA USA,Food,bulk_food_debit_train_16,train
COSTCO WHSE 3120 BROADWAY RD NEW YORK 10001-0166NY USA,Food,bulk_food_debit_train_17,train
Taco Bell #001 Charlotte,Food,bulk_food_debit_train_18,train
FRESH MARKET 8863 PARK RD BROOKLYN 11201-0290NY USA,Food,bulk_food_debit_train_19,train
PYPL*RANCH 99,Food,bulk_food_debit_train_20,train
ethiopian restaurant - houston,Food,bulk_food_debit_train_21,train
SZECHUAN PALACE - ORLANDO,Food,bulk_food_debit_train_22,train
Preapproved Payment Bill User Payment: Burger King,Food,bulk_food_debit_train_23,train
Giant Eagle 3975 Broadway Blvd Salt Lake City 84101-5800ut Usa,Food,bulk_food_debit_train_24,train
SQ *NOODLE HOUSE - NEWARK,Food,bulk_food_debit_train_25,train
RALPH'S 2392 PARK RD AUSTIN78701 TX USA,Food,bulk_food_debit_train_26,train
SQ *ICHIRAN RAMEN - FREMONT,Food,bulk_food_debit_train_27,train
TST*chipotle,Food,bulk_food_debit_train_28,train
Natural Por #633,Food,bulk_food_debit_train_29,train
RAISINGCANES MIAMI,Food,bulk_food_debit_train_30,train
WHOLE FOODS 178 BROADWAY BLVD CHICAGO 60601-2971IL USA,Food,bulk_food_debit_train_31,train
fresh market 6201 new york,Food,bulk_food_debit_train_32,train
NATURALGR OAK #1067,Food,bulk_food_debit_train_33,train
TOO GOOD TO GO*PZF16S3D0,Food,bulk_food_debit_train_34,train
KBBQ HOUSE 5880 PARK AVE PORTLAND 97201 OR USA,Food,bulk_food_debit_train_35,train
SAFEWAY - NEW YORK,Food,bulk_food_debit_train_36,train
Northgate Market 0654 Raleigh,Food,bulk_food_debit_train_37,train
TOO GOOD TO GO #7313 OAKLAND,Food,bulk_food_debit_train_38,train
PYPL*DAVE'S HOT CHICKEN,Food,bulk_food_debit_train_39,train
H-E-B 9821 OAKLAND,Food,bulk_food_debit_train_40,train
GIANT EAGLE #913,Food,bulk_food_debit_train_41,train
shake shack*bb0sq0n5dye,Food,bulk_food_debit_train_42,train
JACK IN THE BOX DENVER 8956,Food,bulk_food_debit_train_43,train
Philz Coffee 4206 Market Dr Raleigh 27601 Nc Usa,Food,bulk_food_debit_train_44,train
HARRIS TEETER 347 INDUSTRIAL DR ORLANDO 32801-0694FL USA,Food,bulk_food_debit_train_45,train
intelligentsia 4585 elm dr brooklyn 11201 ny usa,Food,bulk_food_debit_train_46,train
WINCO FOODS 2343 SAN JOSE,Food,bulk_food_debit_train_47,train
EL POLLO LOCO 8768 PARK CT AUSTIN 78701 TX USA,Food,bulk_food_debit_train_48,train
WINCO FOODS 2604 ATLANTA,Food,bulk_food_debit_train_49,train
SMART AND FINAL 9483 BROADWAY DR NEW YORK 10001-3221NY USA,Food,bulk_food_debit_train_50,train
MEIJER BRO #4265,Food,bulk_food_debit_train_51,train
GROCOUTLT #31152 RALEIGH,Food,bulk_food_debit_train_52,train
STOP & SHOP - SACRAMENTO,Food,bulk_food_debit_train_53,train
ARBY'S 2727 MAIN BLVD HAYWARD94541 CA USA,Food,bulk_food_debit_train_54,train
RANCH 99*LQOAS2F05H,Food,bulk_food_debit_train_55,train
RALPHS NEW #9646,Food,bulk_food_credit_train_56,train
Sam's Club #462 San Jose,Food,bulk_food_debit_train_57,train
H-E-B 7266 MARKET AVE DALLAS 75201 TX USA,Food,bulk_food_debit_train_58,train
Jollibee 6968 Broadway Pkwy Pittsburgh 15201 Pa Usa,Food,bulk_food_debit_train_59,train
LUCKY 6942 DALLAS,Food,bulk_food_debit_train_60,train
HIMALAYAN KITCHEN #966 HAYWARD,Food,bulk_food_debit_train_61,train
CULVER'S #850 CHICAGO,Food,bulk_food_debit_train_62,train
NATURAL GROCERS 8622 INDUSTRIAL WAY AUSTIN 78701-8244TX USA,Food,bulk_food_debit_train_63,train
HIMALAYAN KITCHEN #3676 PORTLAND,Food,bulk_food_debit_train_64,train
PANDA EXPRESS MINNEAPOLIS 0731,Food,bulk_food_debit_train_65,train
Fresh Market 4990 Dallas,Food,bulk_food_debit_train_66,train
POPEYES 5593 MISSION CT NEWARK 07101-5202NJ USA,Food,bulk_food_debit_train_67,train
ALBERTSONS #1330,Food,bulk_food_debit_train_68,train
SUBSCRIPTION PAYMENT: DIM SUM KING,Food,bulk_food_debit_train_69,train
PANDA GARDEN*RZ7IVCQ1F66,Food,bulk_food_debit_train_70,train
Payment To: Nando's,Food,bulk_food_debit_train_71,train
PYPL*SHARETEA,Food,bulk_food_debit_train_72,train
TAISHOKEN RAMEN #5563 ORLANDO,Food,bulk_food_debit_train_73,train
IN-N-OUT PITTSBURGH 6925,Food,bulk_food_debit_train_74,train
RALPH'S 9396 HAYWARD,Food,bulk_food_debit_train_75,train
PAYPAL INST XFER GRUBHUB WEB ID: PAYPALSI20,Food,bulk_food_debit_train_76,train
H-E-B #452 PORTLAND,Food,bulk_food_debit_train_77,train
freddy's - phoenix,Food,bulk_food_debit_train_78,train
BJ'S WHOLESALE 8656 OAK DR PORTLAND 97201 OR USA,Food,bulk_food_debit_train_79,train
TST* DIM SUM KING #511,Food,bulk_food_debit_train_80,train
SMARTFINAL #03 LOS ANGE,Food,bulk_food_debit_train_81,train
TST*ONO HAWAIIAN BBQ #675,Food,bulk_food_debit_train_82,train
cardenas 9831 oak st hayward94541 ca usa,Food,bulk_food_debit_train_83,train
CLV*CHIPOTLE,Food,bulk_food_debit_train_84,train
SQ *THE FOOD COURT - DENVER,Food,bulk_food_debit_train_85,train
BURGER KING 2972 CENTER DR OAKLAND94601 CA USA,Food,bulk_food_debit_train_86,train
PAYPAL INST XFER POSTMATES WEB ID: PAYPALSI28,Food,bulk_food_debit_train_87,train
OLIVE GARDEN*C8TZP14WH1Q,Food,bulk_food_debit_train_88,train
TIKKA MASALA - OAKLAND,Food,bulk_food_debit_train_89,train
TACO BELL - HOUSTON,Food,bulk_food_debit_train_90,train
PREAPPROVED PAYMENT BILL USER PAYMENT: FRESH MARKET,Food,bulk_food_debit_train_91,train
SPROUTS 9698 BROOKLYN,Food,bulk_food_debit_train_92,train
ICHIRAN RAMEN #5911 MIAMI,Food,bulk_food_debit_train_93,train
Culver's - Tampa,Food,bulk_food_debit_train_94,train
DUNKIN DONUTS 5796 PARK ST HAYWARD 94541-0629CA USA,Food,bulk_food_debit_train_95,train
PUBLIX ATL #426,Food,bulk_food_debit_train_96,train
Bjswhol #511,Food,bulk_food_debit_train_97,train
SMART AND FINAL 883 PARK CT BOSTON02101 MA USA,Food,bulk_food_debit_train_98,train
PAYPAL INST XFER IN-N-OUT WEB ID: PAYPALSI44,Food,bulk_food_debit_train_99,train
paypal *seoul garden pkx5ifmjwi,Food,bulk_food_debit_train_100,train
wholefds fre #885 orlando,Food,bulk_food_debit_train_101,train
RUTH'S CHRIS - PHILADELPHIA,Food,bulk_food_debit_train_102,train
WHOLEFDS #21 BOSTON,Food,bulk_food_debit_train_103,train
TST* CHEESECAKE FACTORY - SAN DIEGO,Food,bulk_food_debit_train_104,train
PAYPAL *CASA OLE 1SW2C2292U,Food,bulk_food_debit_train_105,train
RUTH'S CHRIS #841 DENVER,Food,bulk_food_debit_train_106,train
market basket 4649 columbus,Food,bulk_food_debit_train_107,train
Sakura Sushi,Food,bulk_food_debit_train_108,train
KRISPY KREME 8691 PARK WAY HOUSTON 77001 TX USA,Food,bulk_food_debit_train_109,train
ALBERTSONS*3PQX3SB1,Food,bulk_food_debit_train_110,train
BUFFALO WILD WINGS 74448649,Food,bulk_food_debit_train_111,train
DENNY'S - LAS VEGAS,Food,bulk_food_debit_train_112,train
SQ *STOP & SHOP,Food,bulk_food_debit_train_113,train
CLV*THE HABIT BURGER,Food,bulk_food_debit_train_114,train
MARUGAME UDON #12601 NEW YORK,Food,bulk_food_debit_train_115,train
PP*Food Lion,Food,bulk_food_debit_train_116,train
WHOLEFDS #37528 FREMONT,Food,bulk_food_debit_train_117,train
Texas Roadhouse 848 University Ct Orlando32801 Fl Usa,Food,bulk_food_debit_train_118,train
dave's hot chicken san diego 3153,Food,bulk_food_debit_train_119,train
Haidilao #049 Tampa,Food,bulk_food_debit_train_120,train
whole foods #47250 new york,Food,bulk_food_debit_train_121,train
365 MARKET 9025 BROOKLYN,Food,bulk_food_debit_train_122,train
DUNKIN DONUTS*894AMX7SMI,Food,bulk_food_debit_train_123,train
CLV*Mendocino Farms - SEATTLE,Food,bulk_food_debit_train_124,train
PANDA GARDEN 9871 UNIVERSITY PKWY TAMPA33601 FL USA,Food,bulk_food_debit_train_125,train
MI PUEBLO 062315,Food,bulk_food_debit_train_126,train
PAYPAL INST XFER HAIDILAO WEB ID: PAYPALSI05,Food,bulk_food_debit_train_127,train
BJ'S WHOLESALE 2199 PARK CT SAN JOSE 95101-4745CA USA,Food,bulk_food_debit_train_128,train
SEAFOOD CITY 1503 PORTLAND,Food,bulk_food_debit_train_129,train
TST* BOBA TEA HOUSE - OAKLAND,Food,bulk_food_debit_train_130,train
TST*the kitchen table - SEATTLE,Food,bulk_food_debit_train_131,train
FATBURGER 9827 INDUSTRIAL LN CHARLOTTE 28201-9984NC USA,Food,bulk_food_debit_train_132,train
KRISPY KREME 7388 UNIVERSITY WAY INDIANAPOLIS46201 IN USA,Food,bulk_food_debit_train_133,train
CLV*CURRY HOUSE - PORTLAND,Food,bulk_food_debit_train_134,train
HARRIS TEETER 5286 PARK BLVD SALT LAKE CITY 84101 UT USA,Food,bulk_food_debit_train_135,train
SAVEMART #52396 DENVER,Food,bulk_food_debit_train_136,train
Mochinut*vstjrdo4m,Food,bulk_food_debit_train_137,train
HAIDILAO 8429 UNIVERSITY PKWY UNION CITY94587 CA USA,Food,bulk_food_debit_train_138,train
LUCKY SAN #672,Food,bulk_food_debit_train_139,train
EL TORITO #107 DALLAS,Food,bulk_food_debit_train_140,train
PAYPAL INST XFER DUNKIN WEB ID: PAYPALSI49,Food,bulk_food_debit_train_141,train
PAYPAL *MING'S KITCHEN WFNI7VZXUZ,Food,bulk_food_debit_train_142,train
CLV*PEKING DUCK HOUSE #384,Food,bulk_food_debit_train_143,train
LION SUPERMARKET 837249,Food,bulk_food_debit_train_144,train
SUBSCRIPTION PAYMENT: DIN TAI FUNG,Food,bulk_food_debit_train_145,train
h-e-b 7844 san francisco,Food,bulk_food_debit_train_146,train
PAYPAL INST XFER CRACKER BARREL WEB ID: PAYPALSI04,Food,bulk_food_debit_train_147,train
harris teeter 3454 main rd philadelphia19101 pa usa,Food,bulk_food_debit_train_148,train
DUNKIN 3768 PARK CT FREMONT 94536-5819CA USA,Food,bulk_food_debit_train_149,train
SQ *POKE BOWL #980,Food,bulk_food_debit_train_150,train
RANCH 99 6404 MARKET CT NEWARK 07101 NJ USA,Food,bulk_food_debit_train_151,train
LIONSUPERM BRO #52861,Food,bulk_food_debit_train_152,train
NORTHGATE MARKET #05323 SACRAMENTO,Food,bulk_food_debit_train_153,train
WEGMANS 8702 MARKET ST UNION CITY94587 CA USA,Food,bulk_food_debit_train_154,train
DIN TAI FUNG - DALLAS,Food,bulk_food_debit_train_155,train
PAYPAL INST XFER FRESH MARKET WEB ID: PAYPALSI28,Food,bulk_food_debit_train_156,train
PANDAEXPRESS SALT LAKE CITY,Food,bulk_food_debit_train_157,train
